0    --------------------- Tests for Math ----------------------
    38.7700   -93.7300  100.00000   68.9800    33.1300   0.870 B
214  xx TARGET   lat        lon       alt km     Tlat      TLon       Q  TypePhi
    38.7700   -93.7300  100.00000   32.9000    13.1800   0.870 B
300  xx InitNutation
       nutation.dat
0     301  xx CONVTIME
0           c:\tplib\asttime.rec
0           1990  5  14 10 43 0.00  -6 c
302  xx PRECESSION
      -0.087396903893
303  xx NUTATION
      -0.087396903893
304  xx SIDEREAL
      2448352.82741653400 0.004185844 23.440427633 294.082085 0.0 2
305  xx POLARM
       -0.219590  0.302660
306  xx TRUEMEAN
       -0.087396903893 106  0
307  xx FK4
      5102.5096  6123.01152  6378.1363
        -4.7432196  0.7905366  5.53375619  TOO
310  xx TESTALLREDUC
      5102.5096  6123.01152  6378.1363
        -4.7432196  0.7905366  5.53375619  -0.087396903893 TOO
      2448352.8274165340
     nutation.dat
     -0.219590  0.302660  2   106 0.0
0           ! -------------------- Tests for manv ---------------------
401  xx TestHohmann
       1.03    6.61   0.0   0.0   0.0  180.0
402  xx TestBiElliptic
       1.03    80.0   59.00   0.0   0.0   0.0  180.0
403  xx TestOneTangent
       1.03    6.61   0.0   0.0   0.0  160.0
404  xx TestIOnlyChg
       15.0   0.745356  0.0
404  xx TestIOnlyChg
       15.0   0.745356  -6.79
404  xx TestIOnlyChg
       15.0   0.745356  11.4558
405  xx TestNodeOnlyChg
        55.0   0.0   45.0   0.745356  0.0
406  xx TestIandNodeChg
        55.0    45.0  -15.0  0.745356  0.0
0    407  xx TestMinCombinedPlaneChg
0           1.046  6.6107   0.0  180.0   10.0  0.0
0    408  xx TestCombinedPlaneChg
0           1.029946  6.609909 0.0  0.0 0.0 0.0 0.0 0.0 180.0 -28.5
0    409  xx TestRendezvous
0            2.0  2.0   20.0  0.0 0.0 0.0 180.0
0    409  xx TestRendezvous
0            2.0  6.61   20.0  0.0 0.0 0.0 180.0
0    410  xx TestNonCoplanarRendz
0            0.0 28.5 45.0  200.0 1.12 6.61
411  xx TestHillsR
        0.0   0.0  0.0
       -0.0001  -0.00004 -0.00002
        590.0 5.0
411  xx TestHillsR
        0.0   0.0  0.0
       -0.0001  -0.00004 -0.00002
        590.0 10.0
412  xx TestHillsV
       -0.0709330647408104   0.0203565960854895   -0.0111695641837341
        590.0 5.0
0   413  xx TestIJK_RSW
0
0   414  xx TestCow2Hill
0
0   415  xx TestHill2Cow
0
501  xx PKEPLER
            1.02     1.03    1.04
            0.784    0.27    0.012
            0.000003  0.00000005  23.43
502  xx J2DragPert
         66.5  0.345  16.458734  0.0002345
503  xx Predict
         2451524.2355765  35.23234  68.3294875 S
            1.02     0.903    1.04
            0.784    0.27    0.12
            0.238756  0.592834 0.9092385
504  xx TestInitGravityField
         37.123876   24
0     505  xx LegPoly
0         24
506  xx Deriv
            1.02     1.03    1.04
            0.784    0.27    0.012
507  xx Pertaccel
            1.02     1.03    1.04
            0.784    0.27    0.012
          2451435.238576 1   2.214876    1 is J2
508  xx Pderiv
          2451524.34698 YYNNNYYYNN    23.4569875
            1.02     1.03    1.04
            0.784    0.27    0.012
509  xx RK4
          2451524.34698 0.0003470 NNNNNNNNN2    23.4569875
            1.02     1.03    1.04
            0.784    0.27    0.012
            0.784    0.27    0.012
           -0.179624544745131    -0.181385569693612   -0.183146594642094
509  xx RK4
          2451524.34698 0.0003470 YYNYNNNNNN    23.4569875
            1.02     1.03    1.04
            0.784    0.27    0.012
            0.784    0.27    0.012
           -0.179624544745131    -0.181385569693612   -0.183146594642094
510  xx RKF45
          2451524.34698 0.0003470 YYNYNYNNNN    23.4569875
            1.02     1.03    1.04
            0.784    0.27    0.012
            0.784    0.27    0.012
           -0.179624544745131    -0.181385569693612   -0.183146594642094
511  xx Cowell
            1.02     1.03    1.04
            0.784    0.27    0.012
          2451435.238576 2451435.400   0.000347 YYNNYYNNNN    23.214876
511  xx Cowell
           -0.5096      0.5096      0.72068320
           -0.7073842  -0.70738420  0.0000000000
          2447538.500  2447538.5621916735 0.00009338091772 YYNNYYNNNN 1.00
512  xx Atmos
            1.02     1.03    1.04
0     600  xx Nonlin
0
0     601  xx FindAtwaAtwb
0
602  xx LeastSquares
        0.01  0.001  2449746.610150 I
        geosobs.trn  1.02 1.03 1.04 0.7 0.3 0.5
603  xx Sequential


